LEAD_ID;NOME LEAD;PRÉ VENDEDOR ATUAL;PRODUTO;ORIGEM;MERCADO;SUB-ORIGEM;TELEFONES;TEL PRINCIPAL;SITE;OBSERVACAO;LINK PUBLICO; LINK RD;CPF/CNPJ;ENDEREÇO;END-NUMERO;END-COMPLEMENTO;END-BAIRRO;END-CEP;END-PAIS;END-ESTADO;END-CIDADE;DATA CADASTRO;DATA ULTIMA ATUALIZACAO;USUARIO CADASTRO;EMAIL USUARIO CADASTRO;ETAPA ATUAL;FUNIL;DATA VENDA
34425526;Union Projetos Industriais Ltda;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 3537219343;3537219343;https://unionprojetosindustriais.com.br;obras, engenharia, gerenciamento, engineering services, project management, construction management, industrial projects, compliance program, 3d plant design, laser scanning, equipment engineering, detailed engineering, contract management, sustainability in construction, civil engineering, infrastructure projects, cost estimation, portfolio management, urban planning, mechanical engineering, automation & control, electrical systems, pipeline projects, project feasibility, environmental impact assessments, health safety environment, process optimization, multidisciplinary team, front end loading, turnkey projects, technical assistance, site surveys, project commissioning, industrial construction, budget management, procedure compliance, supply chain management, risk management, remote work program, quality assurance, project lifecycle, stakeholder communication, field data collection, engineering studies, performance metrics, contractual agreements, project execution, team training, integrated project management, engineering methodologies, construction technology, information technology & services, productivity, mechanical or industrial engineering, logistics & supply chain;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjYmZWNpZD0xNzg3OQ2;;;Rua Joaquim Floriano;466;;;04534-011;Brasil;Minas Gerais;Poços de Caldas;30/04/2025 15:39:21;30/04/2025 15:39:21;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34425521;Rishon CosmÃ©ticos;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 81992552016;81992552016;https://rishoncosmeticos.com.br;terceirizacao, maquiagem, producao, cabelos, formulas, manufacturing, hair care, moisturizing, nutrients, repair treatment, hair restoration, cosmetics, hair growth, thermal protection, define curls, shampoo, conditioner, colored hair, deep cleaning, self-esteem products, hair strengthening, makeup, facial care, hydration, biotin, keratin, coconut oil, acne treatment, micellar water, brilliant shine, infused oils, frizz control, hair styling, home care, professional treatment, cosmetic distributor, acacia, herbal treatments, volume reduction, natural ingredients, beauty kits, free of harmful substances, trichology, capillary health, skincare, children's hair products, brand partnerships, hair styling spray, self-care, beauty innovation, affordable quality, extended-lasting makeup, professional hair products, instagram beauty, social media influence, affordable packaging, mechanical or industrial engineering, beauty, apparel & fashion;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjEmZWNpZD0xNzg3OQ2;;;Rua Londrina;31;;;50770-400;Brasil;Pernambuco;Recife;30/04/2025 15:39:19;27/05/2025 15:07:27;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425510;Simplex Equipamentos Ltda;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 3136899100;3136899100;https://simplex.ind.br;crushing, screening, conveying, equipment, grinding, mobile units, portable units, washing systems, material handling, transportation, water treatment, mining, steel industry, cement, fertilizers, recycling, aggregates, impact crushers, cone crushers, jaw crushers, sand classification, customer experience, technical expertise, sustainability, innovation, low maintenance, safety, quality, brazilian market, latin america, usa, africa, mineral processing, aggregate processing, heavy machinery, industrial solutions, manufacturing, engineering, sales support, after sales service, qualified team, efficient systems, production equipment, process optimization, plant solutions, heavy-duty equipment, mineral screening, environmental services, renewables & environment, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTAmZWNpZD0xNzg3OQ2;;;Avenida Joao Azeredo Coutinho;315;;;33400-000;Brasil;Minas Gerais;Lagoa Santa;30/04/2025 15:39:18;27/05/2025 15:06:19;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425508;UPTON Ltda;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://upton.com.br;automacao em linhas de envase existentes, latas, aumento de produtividade e eficiencia, pet, servicos de assistencia tecnica e automacao, auditoria de linhas de envase, gerenciamento de projetos, transportadores de garrafas vidro, transferencias de linhas de envase, engenharia de linhas de envase, transportadores de pacotes e paletes, manufacturing, packaging consulting, industrial line construction, project management, line productivity, line audit, training & development, automation solutions, transportation systems, bottling lines, canning lines, manufacturing efficiency, process optimization, efficiency assessment, hardware installation, production capacity, supply chain coordination, quality preservation, technology transfer, resource utilization, preventive maintenance, problem-solving, workflow enhancement, cost-benefit analysis, basic engineering, equipment sizing, operational downtime, production team training, supervisory training, line performance, client satisfaction, line intervention, root cause analysis, performance metrics, load optimization, equipment selection, factory layout, production simulations, engineering project implementation, staff integration, technical expertise, customer collaboration, strategic planning, contract specifications, supplier management, quality control, sustainability initiatives, real-time solutions, production costs, capital investments, mechanical or industrial engineering, productivity;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MDgmZWNpZD0xNzg3OQ2;;;Rua Pernambuco;99;;;06530-080;Brasil;São Paulo;Santana de Parnaíba;30/04/2025 15:39:18;27/05/2025 15:06:13;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34432081;Fey Industrria e Comercio - Em Recuperacao Judicial;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 11346527979, (+55) 1146541725;11346527979;fey.ind.br;CNPJ: 49246432000176, Nome Fantasia: FEY, Razão Social: FEY INDUSTRRIA E COMERCIO LTDA - EM RECUPERACAO JUDICIAL, Data de Abertura: 30/09/1977, Outros emails: FEY2000@UOL.COM.BR, jeferson@fey.com.br, fey@fey.ind.br, silvio@fey.ind.br, charles.bnu@uol.com.br, renato@fey.ind.br, Sócios: Edmundo Fey, Renati Fey, Renato Fey, CNAE primário:2852600-Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/fey-ind-e-com-ltda, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwODEmZWNpZD0xNzg3OQ2;;49246432000176;PARIS, Nº 280;;;;07411690;Brasil;São Paulo;Arujá;30/04/2025 18:53:05;30/04/2025 18:53:05;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432066;Asp Servicos Industriais ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1140251890;1140251890;;CNPJ: 25359155000140, Razão Social: ASP SERVICOS INDUSTRIAIS LTDA, Data de Abertura: 03/08/2016, Sócios: Paulo Augusto Martinez, CNAE primário:3314714-Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNjYmZWNpZD0xNzg3OQ2;;25359155000140;DOUTOR MANOEL MARIA BUENO, Nº 37;;;;13311215;Brasil;São Paulo;Itu;30/04/2025 18:52:58;30/04/2025 18:52:58;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425516;Axis Solutions Digital Manufacturing;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://axissolutions.com.br;robotica, automacao, engenharia, projeto mecanico, simulacao, programacao de robos, programacao de clps, comissionamento virtual, system layout, tooling design, simulation, robot programming, plc programming, automation, robotics, process simulate, robotstudio, roboguide, abb, fanuc, robotics engineering, robotic automation, engineering solutions, plcs programming, virtual commissioning, 3d simulation, process planning, mechanical design, welding parameterization, production monitoring, end-of-arm tooling, hmi software, custom design, cycle time optimization, system integrators, vehicle assembly, body in white, multidisciplinary teams, project management, client collaboration, industrial automation, efficient production, software development, quality assurance, cost reduction, project execution, startup assistance, bottleneck analysis, fault diagnosis, user-friendly interface, training & support, team development, innovation in engineering, client-focused solutions, process validation, automation technology, scalable solutions, implementation strategies, project lifecycle management, field testing, productivity enhancement, risk management, performance optimization, integration testing, quality compliance, safety standards, mechanical or industrial engineering, information technology & services, productivity;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTYmZWNpZD0xNzg3OQ2;;;Suzano;;;;;Brasil;São Paulo;São Paulo;30/04/2025 15:39:19;30/04/2025 15:39:19;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34425514;HwIT - Hardware Innovation Technologies;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://hwit.com.br;hardware, electronics, product engineering, engineering, firmware, tests, qualification, pcb assembly, mechanics, software, pcb, high speed, fpga, design services, development services, manufacturing, contract manufacture, calibration, box build, packaging, thermal simulation, electrical simulation, electrical, appliances, electrical, & electronics manufacturing, hardware innovation, technology solutions, prototype development, high-tech products, pcba services, automated testing, quality assurance, asic design, firmware development, supply chain management, turnkey solutions, full stack manufacturing, design for manufacturability, solder paste inspection, precision printing, component placement, reflow soldering, automated optical inspection, functional testing, box-build assembly, calibration services, embedded systems, high reliability electronics, electronic device performance, product lifecycle management, custom hardware solutions, electronic manufacturing services, product design optimization, manufacturing efficiency, electronic component sourcing, industrial production capability, advanced manufacturing techniques, hardware prototyping, quality control processes, market-ready products, technology commercialization, innovation pipeline, collaborative development, advanced electronics, sustainability in manufacturing, user interface design, multi-disciplinary team, engineering excellence, cost-effective production, streamlined processes, client-focused solutions, computer hardware, information technology & services, semiconductors, mechanical or industrial engineering, shipping, logistics & supply chain, electrical/electronic manufacturing, embedded hardware & software;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTQmZWNpZD0xNzg3OQ2;;;Rua Jose Carlos Quintal;184;;;13142-218;Brasil;São Paulo;Campinas;30/04/2025 15:39:18;30/04/2025 15:39:18;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34432076;Votopetro Industria e Comercio .;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 15981517474, (+55) 15998061412;15981517474;greentechedu.org;CNPJ: 23378585000183, Nome Fantasia: VOTO PETRO, Razão Social: VOTOPETRO INDUSTRIA E COMERCIO S.A., Data de Abertura: 30/09/2015, Outros sites: votopetro.com.br, green-tech.international, Outros emails: DANIEL@GRUPOLEROS.COM.BR, daniel@grupoleros.com.br, Sócios: Cicero Clemente De Albuquerque, CNAE primário:1921700-Fabricação de produtos do refino de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzYmZWNpZD0xNzg3OQ2;;23378585000183;JOSE BATISTA DOS SANTOS, Nº 455;;;;18119899;Brasil;São Paulo;Votorantim;30/04/2025 18:53:03;27/05/2025 15:10:15;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Dados Validados;Padrão;
34425523;Toyster Brinquedos;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://toyster.com.br;quebracabecas educativos, quebracabecas, brinquedos para bebes, jogos infantis, jogos de tabuleiro, inflaveis e mordedores de agua, jogos e quebracabecas educativos, jogos com personagens, blocos de montar, jogos para adultos, mordedores de agua, manufacturing, toys, educational games, building blocks, puzzles, baby toys, creative kits, memory games, activity kits, water toys, dolls, interactive toys, wooden puzzles, character toys, disney toys, mickey mouse, spider man, star wars, pixar, baby rattles, activity mats, soft toys, coordinating activities, children's games, craft kits, painting kits, story books, baby bath toys, developmental toys, age-appropriate toys, storytelling toys, themed toys, social games, artistic kits, cognitive games, physical activity games, family games, sensory toys, motor skills development, imaginative play, character-based toys, motor development, playtime activities, early learning toys, fun family games, colorful toys, design your own toys, collectible toys, themed puzzles, 3d puzzles, mechanical or industrial engineering, e-learning, internet, information technology & services, computer software, education management, computer games, consumers, social media, consumer internet;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjMmZWNpZD0xNzg3OQ2;;;Rua Henrique Dias;100;;;06233-120;Brasil;São Paulo;Osasco;30/04/2025 15:39:20;30/04/2025 15:39:20;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34425509;TEKee Engineering and Services;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://tekee.com.br;comissioning, management of changes, acceptance, procedures, usp, offshore drilling, oil gas, in brazil & worldwide, punch management, layup, engineering projects, engineering, asset integrity, sgso, offshore, brazilian rules nrs, consulting, oil gas training, audit, nr37, anp, dso;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MDkmZWNpZD0xNzg3OQ2;;;Rio de Janeiro;;;;;Brasil;Rio de Janeiro;Rio de Janeiro;30/04/2025 15:39:18;27/05/2025 15:06:27;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34425507;ATI Elevadores;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://atielevadores.com.br;elevadores seguro, fabricacao de elevadores, plataforma de acessibilidade, elevadores residenciais, elevadores, elevadores comerciais, elevadores de carga, acessibilidade, elevadores de maca, elevators, vertical transport, accessibility, security systems, machine room-less, automatic rescue system, energy efficiency, custom elevator solutions, industrial elevators, hospital elevators, commercial elevators, residential elevators, smart technology, load capacity, passenger flow management, elevator installation, elevator maintenance, elevator modernization, automated doors, safety sensors, fire safety compliance, design innovation, encoder leveling system, intelligent lighting, user-friendly controls, high-speed elevators, multi-story buildings, hospital bed elevators, luxury elevators, platform lifts, sustainability in elevators, elevator consultation, vertical mobility solutions, smart building integration, user experience enhancement, modular elevator designs, energy-saving technology, customizable features, rescue operation protocols, emergency power systems, regular inspections, building code adherence, elevator upgrades, client satisfaction, competitive pricing, engineered solutions, advanced safety protocols, vertical transportation systems, environmental services, renewables & environment;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MDcmZWNpZD0xNzg3OQ2;;;Rua Geraldino;14;;;74391-470;Brasil;Goiás;Goiânia;30/04/2025 15:39:18;27/05/2025 15:06:06;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34432047;Nortec - Comercio e Representacoes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 11984153720, (+55) 1138390690;11984153720;nortec.tc;CNPJ: 54610449000109, Razão Social: NORTEC - COMERCIO E REPRESENTACOES LTDA, Data de Abertura: 23/07/1985, Outros emails: nortec@nortec.tc, NORTEC@NORTEC.TC, info@nortec.tc, g.granato@nortec.tc, joffre@nortec.tc, Sócios: Artur Granato, Eliana Gagliotti Santoro Granato, CNAE primário:3314715-Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: https://www.instagram.com/nortecrn/, LinkedIn: NULL, Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNDcmZWNpZD0xNzg3OQ2;;54610449000109;FRANCA, Nº 1314;;CONJ 111;;01422004;Brasil;São Paulo;São Paulo;30/04/2025 18:52:49;30/04/2025 18:52:49;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432046;Teknobras Empreendimentos e Participacoes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1150564050, (+55) 1133110908;1150564050;;CNPJ: 07914175000153, Razão Social: TEKNOBRAS EMPREENDIMENTOS E PARTICIPACOES LTDA, Data de Abertura: 17/03/2006, Outros emails: metropolitana@metropolitanasp.com.br, Sócios: Andrei Goldchleger, Grigori Goldchleger, CNAE primário:0910600-Atividades de apoio à extração de petróleo e gás natural, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNDYmZWNpZD0xNzg3OQ2;;07914175000153;DO BOSQUE, Nº 376;;;;01136000;Brasil;São Paulo;São Paulo;30/04/2025 18:52:49;30/04/2025 18:52:49;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432044;Petros- Industria,Comercio,Importacao Exportacao de Derivados de Petroleo ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;;;gulfdobrasil.com.br;CNPJ: 34883214000175, Nome Fantasia: PETROS, Razão Social: PETROS- INDUSTRIA,COMERCIO,IMPORTACAO EXPORTACAO DE DERIVADOS DE PETROLEO LTDA, Data de Abertura: 16/09/2019, Outros emails: EXPEDIENTE@DEMARTINO.COM.BR, vendas@gulfdobrasil.com.br, contato@gulfdobrasil.com.br, bruno.maschtakow@gulfdobrasil.com.br, Sócios: Ronaldo Amazonas Do Brasil Mendanha, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EMP - Empresa de Médio Porte, Faixa de Funcionários: De 100 à 249 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNDQmZWNpZD0xNzg3OQ2;;34883214000175;MARIA CONCEICAO APARECIDA ANDRADE, Nº 300;;SETOR B;;18560000;Brasil;São Paulo;Iperó;30/04/2025 18:52:49;27/05/2025 15:08:14;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Dados Validados;Padrão;
34432072;D & K Equipamentos e Lubrificantes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 11983155939, (+55) 1146856722;11983155939;dekbrasil.com.br;CNPJ: 06109251000195, Nome Fantasia: D & K EQUIPAMENTOS, Razão Social: D & K EQUIPAMENTOS E LUBRIFICANTES LTDA, Data de Abertura: 26/01/2004, Sócios: Eudes Emanoel Nunes Barros, Rita De Cassia Elias Dos Santos, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Facebook: NULL, Instagram: NULL, X: NULL, LinkedIn: https://br.linkedin.com/company/d-&-k-equipamentos-e-lubrificantes, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNzImZWNpZD0xNzg3OQ2;;06109251000195;- HENRIQUE DE MORAES CAMARGO, Nº 174;;;;06767320;Brasil;São Paulo;Taboão da Serra;30/04/2025 18:53:01;30/04/2025 18:53:01;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432080;Intero Integrity Services Brasil ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1124293477;1124293477;;CNPJ: 07359908000135, Razão Social: INTERO INTEGRITY SERVICES BRASIL LTDA, Data de Abertura: 17/01/2005, Sócios: Intero Integrity Services B.v, Peter Alexander Sterzing, Deangeles Eliezer Ramos Lopes, CNAE primário:3314714-Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwODAmZWNpZD0xNzg3OQ2;;07359908000135;EDISON BENEDITO ANDREAZZA, Nº 71;;;;13309800;Brasil;São Paulo;Itu;30/04/2025 18:53:05;30/04/2025 18:53:05;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34432045;Piacentini & Cia. .;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1934172200, (+55) 19971714571;1934172200;;CNPJ: 54366679000166, Nome Fantasia: METALURGICA BOM JESUS, Razão Social: PIACENTINI & CIA. LTDA., Data de Abertura: 22/08/1966, Outros emails: FISCAL@PIACEN.COM.BR, Sócios: Sonia Maria Bernardino Benato, Nair Aparecida Bernardino De Carvalho, Maria Heloisa Bernardino Cruz, Antonio Fernando Bernardino, Miriam Das Gracas Piacentini Pinheiro, Mirivan Piacentini, CNAE primário:2852600-Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 20 à 49 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNDUmZWNpZD0xNzg3OQ2;;54366679000166;DR JOAO CONCEICAO, Nº 1494;;;;13424010;Brasil;São Paulo;Piracicaba;30/04/2025 18:52:49;30/04/2025 18:52:49;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Entrada;Padrão;
34425517;GoldKo;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 0;0;https://goldko.com.br;chocolate zero adicao de acucares, marshmallow zero adicao de acucares, chocolate, ice cream, protein bars, coffee, manufacturing, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTcmZWNpZD0xNzg3OQ2;;;Rua Joaquim Floriano;466;;;04534-011;Brasil;São Paulo;São Paulo;30/04/2025 15:39:19;30/04/2025 15:39:19;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Entrada;Padrão;
34425522;Fuel Eyewear Company;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+55) 21993804724;21993804724;https://usefuel.com.br;manufacturing, sunglasses, polarized lenses, uv protection, aviator style, round frame, panto frame, rectangular frame, sports sunglasses, geometric design, mask style, fashion eyewear, men's sunglasses, women's sunglasses, colorful lens options, limited edition, trendy accessories, stylish frames, acetate material, creative design, unique eyewear, collection collaborations, customized sunglasses, high-quality eyewear, fashion statement, trendsetting styles, retro sunglasses, vegan materials, rectangle shape, oval shape, classic design, face shape guide, frame size options, discounts & offers, latest releases, fashionable sunglasses, eye care compliance, direct from manufacturer, protective eyewear, fashion innovation, shopping convenience, customer satisfaction, returns & exchanges, top-selling items, gift options, functional eyewear, accessory trends, bestselling collections, mechanical or industrial engineering;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MjImZWNpZD0xNzg3OQ2;;;Avenida das Americas;18000;;;22790-703;Brasil;Rio de Janeiro;Rio de Janeiro;30/04/2025 15:39:20;27/05/2025 15:07:57;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;
34432057;Lider Lub Industria e Comercio de Lubrificantes ;Marcos Oliveira;;Prospecção Ativa;Manufatura;;(+55) 1140161145, (+55) 1333013361;1140161145;liderlubrificantes.com.br;CNPJ: 09555226000123, Nome Fantasia: LIDER LUB - LUBRIFICANTES, Razão Social: LIDER LUB INDUSTRIA E COMERCIO DE LUBRIFICANTES LTDA, Data de Abertura: 26/03/2008, Sócios: Vivian Amaral Silveira, CNAE primário:1922599-Fabricação de outros produtos derivados do petróleo, exceto produtos do refino, Porte: EPP - Empresa de Pequeno Porte, Faixa de Funcionários: De 50 à 99 funcionários, Faixa de Faturamento: De R$ 480 mil até R$ 4.8 milhões de reais por ano, Não Optante pelo SIMPLES;https://app.exactspotter.com/public/aWQ9MzQ0MzIwNTcmZWNpZD0xNzg3OQ2;;09555226000123;DONATELO, Nº 725;;;;13240000;Brasil;São Paulo;Jarinu;30/04/2025 18:52:54;27/05/2025 15:09:35;Marcos Oliveira;marcos.oliveira@olvinternacional.com.br;Dados Validados;Padrão;
34425512;CMP Group Ltd.;Marcos Oliveira;;Apollo.IA;mechanical or industrial engineering;;(+1) 6049402010;6049402010;https://cmpgroup.net;ground tackle, corrosion prevention, marine anodes, dock & boat accessories, steering & control systems, chain, shackles & swivels, engineering & design, diecasting, cnc machining, manufacturing, corrosion protection, die casting, pressure die casting, marine products, anodes, custom die casting, zinc casting, aluminum casting, lead casting, magnesium casting, martyr anodes, marine steering controls, autopilot systems, dock accessories, boat accessories, engineering services, precision testing, assembly solutions, packaging solutions, metal fabrication, manufacturing facilities, environmentally friendly products, marine hardware, trolling motors, boats, commercial marine, recreational marine, engineering design, machining services, marine chain, lifting equipment, fouling protection, aluminium alloy, non-ferrous metals, rotomolding, metal stamping, molding techniques, extruding plastics, sustainability, iso certification, marine markets, processing speed, machined components, precision tolerances, metal coatings, crucible technologies, engineering design solutions, alloy specifications, machinery, mechanical or industrial engineering, information technology & services, environmental services, renewables & environment;https://app.exactspotter.com/public/aWQ9MzQ0MjU1MTImZWNpZD0xNzg3OQ2;;;Progress Way;7733;;;;Brasil;São Paulo;São Paulo;30/04/2025 15:39:18;27/05/2025 15:07:39;Marcos Francisco;marcos.francisco@olvinternacional.com.br;Dados Validados;Padrão;

